2020-02-19T00:00:00,yak,44
2020-02-19T01:00:00,lizard,18
2020-02-19T02:00:00,urchin,67
2020-02-19T03:00:00,snake,35
2020-02-19T04:00:00,quail,34
2020-02-19T05:00:00,yak,18
2020-02-19T06:00:00,macaw,7
2020-02-19T07:00:00,quail,82
2020-02-19T08:00:00,anteater,50
2020-02-19T09:00:00,bear,57
2020-02-19T10:00:00,wombat,94
2020-02-19T11:00:00,eagle,96
2020-02-19T12:00:00,hedgehog,30
2020-02-19T13:00:00,deer,58
2020-02-19T14:00:00,quail,27
2020-02-19T15:00:00,urchin,90
2020-02-19T16:00:00,yak,22
2020-02-19T17:00:00,eagle,46
2020-02-19T18:00:00,snake,59
2020-02-19T19:00:00,kangaroo,55
2020-02-19T20:00:00,rabbit,29
2020-02-19T21:00:00,anteater,88
2020-02-19T22:00:00,snake,58
2020-02-19T23:00:00,vulture,63
