2020-02-21T00:00:00,macaw,81
2020-02-21T01:00:00,anteater,67
2020-02-21T02:00:00,macaw,42
2020-02-21T03:00:00,xantus,62
2020-02-21T04:00:00,quail,83
2020-02-21T05:00:00,lizard,5
2020-02-21T06:00:00,jaguar,59
2020-02-21T07:00:00,impala,98
2020-02-21T08:00:00,yak,6
2020-02-21T09:00:00,termite,32
2020-02-21T10:00:00,urchin,95
2020-02-21T11:00:00,ocelot,96
2020-02-21T12:00:00,bear,87
2020-02-21T13:00:00,wombat,68
2020-02-21T14:00:00,newt,11
2020-02-21T15:00:00,deer,81
2020-02-21T16:00:00,ocelot,56
2020-02-21T17:00:00,urchin,33
2020-02-21T18:00:00,yak,28
2020-02-21T19:00:00,hedgehog,30
2020-02-21T20:00:00,wombat,34
2020-02-21T21:00:00,lizard,27
2020-02-21T22:00:00,jaguar,63
2020-02-21T23:00:00,impala,44
