2020-02-29T00:00:00,xantus,85
2020-02-29T01:00:00,snake,23
2020-02-29T02:00:00,hedgehog,84
2020-02-29T03:00:00,peacock,6
2020-02-29T04:00:00,fox,28
2020-02-29T05:00:00,vulture,82
2020-02-29T06:00:00,anteater,6
2020-02-29T07:00:00,gopher,10
2020-02-29T08:00:00,anteater,19
2020-02-29T09:00:00,ocelot,30
2020-02-29T10:00:00,eagle,71
2020-02-29T11:00:00,raccoon,0
2020-02-29T12:00:00,termite,40
2020-02-29T13:00:00,jaguar,80
2020-02-29T14:00:00,anteater,10
2020-02-29T15:00:00,anteater,58
2020-02-29T16:00:00,raccoon,86
2020-02-29T17:00:00,impala,60
2020-02-29T18:00:00,quail,92
2020-02-29T19:00:00,fox,74
2020-02-29T20:00:00,hedgehog,74
2020-02-29T21:00:00,yak,51
2020-02-29T22:00:00,macaw,59
2020-02-29T23:00:00,anteater,55
