2020-02-05T00:00:00,ocelot,98
2020-02-05T01:00:00,raccoon,61
2020-02-05T02:00:00,macaw,52
2020-02-05T03:00:00,gopher,27
2020-02-05T04:00:00,peacock,81
2020-02-05T05:00:00,snake,72
2020-02-05T06:00:00,peacock,30
2020-02-05T07:00:00,jaguar,71
2020-02-05T08:00:00,jaguar,85
2020-02-05T09:00:00,termite,82
2020-02-05T10:00:00,lizard,11
2020-02-05T11:00:00,termite,37
2020-02-05T12:00:00,raccoon,54
2020-02-05T13:00:00,kangaroo,42
2020-02-05T14:00:00,quail,60
2020-02-05T15:00:00,snake,70
2020-02-05T16:00:00,yak,0
2020-02-05T17:00:00,impala,46
2020-02-05T18:00:00,cat,25
2020-02-05T19:00:00,ocelot,41
2020-02-05T20:00:00,urchin,25
2020-02-05T21:00:00,termite,12
2020-02-05T22:00:00,raccoon,92
2020-02-05T23:00:00,quail,86
