2020-02-27T00:00:00,urchin,67
2020-02-27T01:00:00,eagle,30
2020-02-27T02:00:00,vulture,22
2020-02-27T03:00:00,newt,13
2020-02-27T04:00:00,quail,79
2020-02-27T05:00:00,gopher,20
2020-02-27T06:00:00,eagle,15
2020-02-27T07:00:00,cat,83
2020-02-27T08:00:00,raccoon,43
2020-02-27T09:00:00,cat,44
2020-02-27T10:00:00,quail,86
2020-02-27T11:00:00,ocelot,5
2020-02-27T12:00:00,anteater,66
2020-02-27T13:00:00,eagle,55
2020-02-27T14:00:00,snake,74
2020-02-27T15:00:00,eagle,74
2020-02-27T16:00:00,rabbit,34
2020-02-27T17:00:00,termite,70
2020-02-27T18:00:00,lizard,88
2020-02-27T19:00:00,snake,20
2020-02-27T20:00:00,wombat,92
2020-02-27T21:00:00,impala,79
2020-02-27T22:00:00,quail,53
2020-02-27T23:00:00,xantus,43
