2020-02-14T00:00:00,rabbit,96
2020-02-14T01:00:00,peacock,8
2020-02-14T02:00:00,xantus,48
2020-02-14T03:00:00,macaw,90
2020-02-14T04:00:00,peacock,99
2020-02-14T05:00:00,termite,17
2020-02-14T06:00:00,impala,35
2020-02-14T07:00:00,raccoon,59
2020-02-14T08:00:00,raccoon,68
2020-02-14T09:00:00,xantus,71
2020-02-14T10:00:00,snake,48
2020-02-14T11:00:00,xantus,43
2020-02-14T12:00:00,peacock,39
2020-02-14T13:00:00,newt,64
2020-02-14T14:00:00,anteater,55
2020-02-14T15:00:00,rabbit,39
2020-02-14T16:00:00,cat,96
2020-02-14T17:00:00,xantus,83
2020-02-14T18:00:00,rabbit,14
2020-02-14T19:00:00,eagle,77
2020-02-14T20:00:00,yak,3
2020-02-14T21:00:00,anteater,11
2020-02-14T22:00:00,rabbit,86
2020-02-14T23:00:00,newt,12
