2020-02-02T00:00:00,quail,51
2020-02-02T01:00:00,cat,59
2020-02-02T02:00:00,jaguar,84
2020-02-02T03:00:00,yak,35
2020-02-02T04:00:00,impala,62
2020-02-02T05:00:00,deer,37
2020-02-02T06:00:00,deer,35
2020-02-02T07:00:00,lizard,82
2020-02-02T08:00:00,newt,76
2020-02-02T09:00:00,bear,90
2020-02-02T10:00:00,jaguar,51
2020-02-02T11:00:00,snake,91
2020-02-02T12:00:00,hedgehog,14
2020-02-02T13:00:00,quail,85
2020-02-02T14:00:00,gopher,81
2020-02-02T15:00:00,fox,30
2020-02-02T16:00:00,yak,76
2020-02-02T17:00:00,jaguar,40
2020-02-02T18:00:00,eagle,39
2020-02-02T19:00:00,cat,97
2020-02-02T20:00:00,anteater,71
2020-02-02T21:00:00,yak,27
2020-02-02T22:00:00,impala,22
2020-02-02T23:00:00,kangaroo,57
