2020-02-25T00:00:00,jaguar,13
2020-02-25T01:00:00,termite,71
2020-02-25T02:00:00,quail,85
2020-02-25T03:00:00,yak,48
2020-02-25T04:00:00,deer,62
2020-02-25T05:00:00,raccoon,16
2020-02-25T06:00:00,rabbit,31
2020-02-25T07:00:00,wombat,98
2020-02-25T08:00:00,wombat,16
2020-02-25T09:00:00,urchin,18
2020-02-25T10:00:00,deer,69
2020-02-25T11:00:00,ocelot,77
2020-02-25T12:00:00,eagle,75
2020-02-25T13:00:00,eagle,62
2020-02-25T14:00:00,deer,18
2020-02-25T15:00:00,lizard,94
2020-02-25T16:00:00,vulture,42
2020-02-25T17:00:00,quail,89
2020-02-25T18:00:00,kangaroo,21
2020-02-25T19:00:00,raccoon,0
2020-02-25T20:00:00,bear,75
2020-02-25T21:00:00,wombat,4
2020-02-25T22:00:00,urchin,45
2020-02-25T23:00:00,peacock,49
