2020-02-10T00:00:00,eagle,44
2020-02-10T01:00:00,impala,60
2020-02-10T02:00:00,ocelot,89
2020-02-10T03:00:00,vulture,47
2020-02-10T04:00:00,lizard,90
2020-02-10T05:00:00,hedgehog,7
2020-02-10T06:00:00,yak,66
2020-02-10T07:00:00,ocelot,30
2020-02-10T08:00:00,yak,48
2020-02-10T09:00:00,eagle,99
2020-02-10T10:00:00,bear,25
2020-02-10T11:00:00,newt,94
2020-02-10T12:00:00,lizard,66
2020-02-10T13:00:00,peacock,21
2020-02-10T14:00:00,fox,51
2020-02-10T15:00:00,ocelot,92
2020-02-10T16:00:00,peacock,17
2020-02-10T17:00:00,snake,58
2020-02-10T18:00:00,lizard,79
2020-02-10T19:00:00,newt,89
2020-02-10T20:00:00,wombat,0
2020-02-10T21:00:00,deer,74
2020-02-10T22:00:00,macaw,83
2020-02-10T23:00:00,termite,19
