2020-02-12T00:00:00,ocelot,68
2020-02-12T01:00:00,termite,66
2020-02-12T02:00:00,termite,12
2020-02-12T03:00:00,impala,90
2020-02-12T04:00:00,wombat,38
2020-02-12T05:00:00,newt,94
2020-02-12T06:00:00,xantus,81
2020-02-12T07:00:00,snake,98
2020-02-12T08:00:00,snake,98
2020-02-12T09:00:00,peacock,1
2020-02-12T10:00:00,anteater,31
2020-02-12T11:00:00,hedgehog,27
2020-02-12T12:00:00,anteater,44
2020-02-12T13:00:00,vulture,83
2020-02-12T14:00:00,cat,82
2020-02-12T15:00:00,gopher,94
2020-02-12T16:00:00,yak,1
2020-02-12T17:00:00,lizard,20
2020-02-12T18:00:00,raccoon,98
2020-02-12T19:00:00,raccoon,65
2020-02-12T20:00:00,newt,74
2020-02-12T21:00:00,quail,63
2020-02-12T22:00:00,gopher,70
2020-02-12T23:00:00,lizard,45
