2020-02-11T00:00:00,kangaroo,8
2020-02-11T01:00:00,gopher,38
2020-02-11T02:00:00,eagle,42
2020-02-11T03:00:00,lizard,10
2020-02-11T04:00:00,hedgehog,24
2020-02-11T05:00:00,hedgehog,63
2020-02-11T06:00:00,lizard,0
2020-02-11T07:00:00,anteater,52
2020-02-11T08:00:00,termite,65
2020-02-11T09:00:00,cat,1
2020-02-11T10:00:00,macaw,18
2020-02-11T11:00:00,impala,87
2020-02-11T12:00:00,impala,27
2020-02-11T13:00:00,fox,44
2020-02-11T14:00:00,lizard,99
2020-02-11T15:00:00,bear,69
2020-02-11T16:00:00,lizard,99
2020-02-11T17:00:00,cat,16
2020-02-11T18:00:00,lizard,64
2020-02-11T19:00:00,eagle,6
2020-02-11T20:00:00,yak,22
2020-02-11T21:00:00,xantus,28
2020-02-11T22:00:00,deer,69
2020-02-11T23:00:00,gopher,64
