2020-02-13T00:00:00,yak,54
2020-02-13T01:00:00,urchin,1
2020-02-13T02:00:00,quail,65
2020-02-13T03:00:00,cat,6
2020-02-13T04:00:00,jaguar,51
2020-02-13T05:00:00,kangaroo,94
2020-02-13T06:00:00,newt,19
2020-02-13T07:00:00,hedgehog,5
2020-02-13T08:00:00,impala,52
2020-02-13T09:00:00,vulture,61
2020-02-13T10:00:00,wombat,72
2020-02-13T11:00:00,wombat,3
2020-02-13T12:00:00,kangaroo,88
2020-02-13T13:00:00,bear,2
2020-02-13T14:00:00,peacock,71
2020-02-13T15:00:00,eagle,32
2020-02-13T16:00:00,xantus,25
2020-02-13T17:00:00,quail,86
2020-02-13T18:00:00,hedgehog,72
2020-02-13T19:00:00,impala,42
2020-02-13T20:00:00,wombat,69
2020-02-13T21:00:00,wombat,41
2020-02-13T22:00:00,snake,99
2020-02-13T23:00:00,quail,80
