2020-02-06T00:00:00,bear,59
2020-02-06T01:00:00,jaguar,94
2020-02-06T02:00:00,hedgehog,64
2020-02-06T03:00:00,xantus,87
2020-02-06T04:00:00,snake,0
2020-02-06T05:00:00,xantus,94
2020-02-06T06:00:00,ocelot,47
2020-02-06T07:00:00,jaguar,22
2020-02-06T08:00:00,vulture,12
2020-02-06T09:00:00,anteater,19
2020-02-06T10:00:00,eagle,41
2020-02-06T11:00:00,hedgehog,48
2020-02-06T12:00:00,newt,37
2020-02-06T13:00:00,eagle,3
2020-02-06T14:00:00,raccoon,83
2020-02-06T15:00:00,snake,32
2020-02-06T16:00:00,wombat,68
2020-02-06T17:00:00,fox,58
2020-02-06T18:00:00,yak,93
2020-02-06T19:00:00,termite,81
2020-02-06T20:00:00,urchin,75
2020-02-06T21:00:00,snake,66
2020-02-06T22:00:00,lizard,58
2020-02-06T23:00:00,rabbit,5
