2020-02-20T00:00:00,cat,83
2020-02-20T01:00:00,raccoon,31
2020-02-20T02:00:00,macaw,48
2020-02-20T03:00:00,vulture,2
2020-02-20T04:00:00,cat,92
2020-02-20T05:00:00,snake,40
2020-02-20T06:00:00,raccoon,52
2020-02-20T07:00:00,xantus,79
2020-02-20T08:00:00,impala,31
2020-02-20T09:00:00,vulture,3
2020-02-20T10:00:00,jaguar,30
2020-02-20T11:00:00,snake,82
2020-02-20T12:00:00,xantus,36
2020-02-20T13:00:00,ocelot,32
2020-02-20T14:00:00,bear,94
2020-02-20T15:00:00,xantus,21
2020-02-20T16:00:00,eagle,78
2020-02-20T17:00:00,jaguar,82
2020-02-20T18:00:00,snake,12
2020-02-20T19:00:00,kangaroo,3
2020-02-20T20:00:00,ocelot,73
2020-02-20T21:00:00,bear,69
2020-02-20T22:00:00,hedgehog,85
2020-02-20T23:00:00,anteater,54
