2020-02-24T00:00:00,quail,43
2020-02-24T01:00:00,gopher,7
2020-02-24T02:00:00,eagle,84
2020-02-24T03:00:00,rabbit,58
2020-02-24T04:00:00,peacock,32
2020-02-24T05:00:00,deer,13
2020-02-24T06:00:00,raccoon,52
2020-02-24T07:00:00,bear,36
2020-02-24T08:00:00,macaw,79
2020-02-24T09:00:00,snake,24
2020-02-24T10:00:00,gopher,34
2020-02-24T11:00:00,eagle,39
2020-02-24T12:00:00,macaw,2
2020-02-24T13:00:00,newt,29
2020-02-24T14:00:00,snake,26
2020-02-24T15:00:00,macaw,24
2020-02-24T16:00:00,impala,98
2020-02-24T17:00:00,rabbit,4
2020-02-24T18:00:00,wombat,82
2020-02-24T19:00:00,wombat,6
2020-02-24T20:00:00,deer,72
2020-02-24T21:00:00,newt,7
2020-02-24T22:00:00,urchin,48
2020-02-24T23:00:00,ocelot,92
