2020-02-26T00:00:00,gopher,25
2020-02-26T01:00:00,impala,3
2020-02-26T02:00:00,macaw,31
2020-02-26T03:00:00,vulture,98
2020-02-26T04:00:00,fox,59
2020-02-26T05:00:00,vulture,22
2020-02-26T06:00:00,raccoon,43
2020-02-26T07:00:00,macaw,82
2020-02-26T08:00:00,snake,28
2020-02-26T09:00:00,xantus,89
2020-02-26T10:00:00,bear,83
2020-02-26T11:00:00,rabbit,44
2020-02-26T12:00:00,ocelot,46
2020-02-26T13:00:00,hedgehog,87
2020-02-26T14:00:00,xantus,97
2020-02-26T15:00:00,urchin,80
2020-02-26T16:00:00,lizard,99
2020-02-26T17:00:00,hedgehog,6
2020-02-26T18:00:00,snake,33
2020-02-26T19:00:00,yak,97
2020-02-26T20:00:00,macaw,26
2020-02-26T21:00:00,raccoon,65
2020-02-26T22:00:00,cat,62
2020-02-26T23:00:00,bear,40
