2020-02-22T00:00:00,bear,49
2020-02-22T01:00:00,newt,94
2020-02-22T02:00:00,lizard,30
2020-02-22T03:00:00,termite,63
2020-02-22T04:00:00,termite,57
2020-02-22T05:00:00,hedgehog,43
2020-02-22T06:00:00,bear,45
2020-02-22T07:00:00,bear,97
2020-02-22T08:00:00,peacock,48
2020-02-22T09:00:00,urchin,52
2020-02-22T10:00:00,termite,68
2020-02-22T11:00:00,xantus,31
2020-02-22T12:00:00,jaguar,27
2020-02-22T13:00:00,rabbit,5
2020-02-22T14:00:00,anteater,76
2020-02-22T15:00:00,gopher,30
2020-02-22T16:00:00,peacock,43
2020-02-22T17:00:00,peacock,10
2020-02-22T18:00:00,bear,30
2020-02-22T19:00:00,macaw,25
2020-02-22T20:00:00,urchin,72
2020-02-22T21:00:00,quail,53
2020-02-22T22:00:00,kangaroo,63
2020-02-22T23:00:00,deer,81
