2020-02-15T00:00:00,lizard,86
2020-02-15T01:00:00,rabbit,57
2020-02-15T02:00:00,rabbit,57
2020-02-15T03:00:00,snake,99
2020-02-15T04:00:00,cat,31
2020-02-15T05:00:00,peacock,20
2020-02-15T06:00:00,urchin,53
2020-02-15T07:00:00,urchin,52
2020-02-15T08:00:00,kangaroo,10
2020-02-15T09:00:00,kangaroo,55
2020-02-15T10:00:00,hedgehog,5
2020-02-15T11:00:00,kangaroo,93
2020-02-15T12:00:00,newt,94
2020-02-15T13:00:00,wombat,38
2020-02-15T14:00:00,vulture,4
2020-02-15T15:00:00,deer,53
2020-02-15T16:00:00,lizard,86
2020-02-15T17:00:00,kangaroo,96
2020-02-15T18:00:00,yak,88
2020-02-15T19:00:00,yak,19
2020-02-15T20:00:00,vulture,20
2020-02-15T21:00:00,vulture,18
2020-02-15T22:00:00,anteater,46
2020-02-15T23:00:00,hedgehog,38
