2020-02-04T00:00:00,ocelot,29
2020-02-04T01:00:00,hedgehog,15
2020-02-04T02:00:00,termite,36
2020-02-04T03:00:00,snake,58
2020-02-04T04:00:00,wombat,50
2020-02-04T05:00:00,hedgehog,57
2020-02-04T06:00:00,impala,0
2020-02-04T07:00:00,termite,94
2020-02-04T08:00:00,quail,49
2020-02-04T09:00:00,deer,92
2020-02-04T10:00:00,rabbit,40
2020-02-04T11:00:00,newt,0
2020-02-04T12:00:00,peacock,20
2020-02-04T13:00:00,gopher,85
2020-02-04T14:00:00,yak,66
2020-02-04T15:00:00,lizard,88
2020-02-04T16:00:00,wombat,93
2020-02-04T17:00:00,kangaroo,27
2020-02-04T18:00:00,rabbit,45
2020-02-04T19:00:00,hedgehog,81
2020-02-04T20:00:00,fox,53
2020-02-04T21:00:00,jaguar,33
2020-02-04T22:00:00,macaw,4
2020-02-04T23:00:00,eagle,24
