2020-02-28T00:00:00,cat,0
2020-02-28T01:00:00,hedgehog,19
2020-02-28T02:00:00,peacock,16
2020-02-28T03:00:00,lizard,70
2020-02-28T04:00:00,ocelot,77
2020-02-28T05:00:00,rabbit,14
2020-02-28T06:00:00,snake,11
2020-02-28T07:00:00,macaw,22
2020-02-28T08:00:00,anteater,88
2020-02-28T09:00:00,wombat,76
2020-02-28T10:00:00,anteater,37
2020-02-28T11:00:00,eagle,42
2020-02-28T12:00:00,snake,97
2020-02-28T13:00:00,fox,65
2020-02-28T14:00:00,snake,63
2020-02-28T15:00:00,urchin,75
2020-02-28T16:00:00,vulture,77
2020-02-28T17:00:00,fox,91
2020-02-28T18:00:00,peacock,13
2020-02-28T19:00:00,newt,53
2020-02-28T20:00:00,rabbit,37
2020-02-28T21:00:00,bear,59
2020-02-28T22:00:00,urchin,90
2020-02-28T23:00:00,cat,89
