2020-02-09T00:00:00,ocelot,70
2020-02-09T01:00:00,quail,11
2020-02-09T02:00:00,quail,47
2020-02-09T03:00:00,rabbit,92
2020-02-09T04:00:00,xantus,51
2020-02-09T05:00:00,lizard,20
2020-02-09T06:00:00,lizard,58
2020-02-09T07:00:00,termite,60
2020-02-09T08:00:00,jaguar,43
2020-02-09T09:00:00,anteater,49
2020-02-09T10:00:00,gopher,89
2020-02-09T11:00:00,yak,76
2020-02-09T12:00:00,newt,29
2020-02-09T13:00:00,vulture,44
2020-02-09T14:00:00,snake,90
2020-02-09T15:00:00,vulture,27
2020-02-09T16:00:00,raccoon,38
2020-02-09T17:00:00,vulture,1
2020-02-09T18:00:00,yak,48
2020-02-09T19:00:00,rabbit,71
2020-02-09T20:00:00,gopher,12
2020-02-09T21:00:00,bear,81
2020-02-09T22:00:00,hedgehog,78
2020-02-09T23:00:00,vulture,67
