2020-02-07T00:00:00,xantus,41
2020-02-07T01:00:00,macaw,16
2020-02-07T02:00:00,quail,69
2020-02-07T03:00:00,lizard,33
2020-02-07T04:00:00,termite,62
2020-02-07T05:00:00,impala,65
2020-02-07T06:00:00,macaw,81
2020-02-07T07:00:00,yak,78
2020-02-07T08:00:00,urchin,64
2020-02-07T09:00:00,ocelot,85
2020-02-07T10:00:00,impala,5
2020-02-07T11:00:00,snake,28
2020-02-07T12:00:00,anteater,50
2020-02-07T13:00:00,macaw,84
2020-02-07T14:00:00,ocelot,19
2020-02-07T15:00:00,termite,1
2020-02-07T16:00:00,snake,15
2020-02-07T17:00:00,rabbit,97
2020-02-07T18:00:00,peacock,73
2020-02-07T19:00:00,jaguar,63
2020-02-07T20:00:00,snake,58
2020-02-07T21:00:00,lizard,70
2020-02-07T22:00:00,jaguar,25
2020-02-07T23:00:00,kangaroo,89
